ScenarioID;Scenario;ThreatID;ThreatName;ThreatDescription;VulnID;VulnerabilityName;VulnDescription
S49;Computers handle highly classified data but no TEMPEST protection measures are in place;T18;Interception and espionage;Interception of electromagnetic emissions generated by electrical cables or monitors. Those who carry out espionage often do not know when useful information may transit, so they must collect large amounts of data and then search for items of interest;V30;Electromagnetic emanations;Equipment not adequately protected from compromising electromagnetic emissions.
S50;The computers handle highly classified data and TEMPEST protection measures are in place;T18;Interception and espionage;Interception of electromagnetic emissions generated by electrical cables or monitors. Those who carry out espionage often do not know when useful information may transit, so they must collect large amounts of data and then search for items of interest;V36;No control over system clock;It is not possible to prevent access to the system clock through the use of unauthorized procedures.
S50;The computers handle highly classified data and TEMPEST protection measures are in place;T18;Interception and espionage;Interception of electromagnetic emissions generated by electrical cables or monitors. Those who carry out espionage often do not know when useful information may transit, so they must collect large amounts of data and then search for items of interest;V1;Communication channels not adequately protected;Channels (carrying classified/sensitive corporate data) not subject to security procedures (encryption devices) or not physically inaccessible (e.g. connections with accessible data cables, to which interception tools can be connected)
S51;The computers process high-level classified data and TEMPEST protection measures are adopted in accordance with the results of the TEMPEST Zoning carried out;T18;Interception and espionage;Interception of electromagnetic emissions generated by electrical cables or monitors. Those who carry out espionage often do not know when useful information may transit, so they must collect large amounts of data and then search for items of interest;V30;Electromagnetic emanations;Equipment not adequately protected from compromising electromagnetic emissions.
S52;There are no flood protection measures in place;T3;Flooding;Flooding of the rooms where the systems and/or storage media are located;V27;Inadequate flood protection;Lack of a specific anti-flooding system to safeguard the system and the data contained within it (e.g. watertight bulkheads)
S53;Sensors have been installed under the raised floor of the CED, with humidity detectors. The water system can be blocked both automatically and, as an alternative measure, manually. There are no pipes in the walls of the CED room and it was built far from the bathrooms. Finally, the CED is located on the first floor of the building;T25;Sabotage;Interruption/modification of the operation of hardware/software devices which may lead to loss of confidentiality/integrity/availability of data;V28;Inadequate high temperature protection;Inadequate temperature monitoring and cooling of electronic devices
S54;Printed sheets are left unattended on the desk;T9;Searching through the garbage;Search through the trash for useful information on paper, disks, tapes, etc. that have been thrown away in order to gain access to the system;V28;Inadequate high temperature protection;Inadequate temperature monitoring and cooling of electronic devices
S54;Printed sheets are left unattended on the desk;T9;Searching through the garbage;Search through the trash for useful information on paper, disks, tapes, etc. that have been thrown away in order to gain access to the system;V30;Electromagnetic emanations;Equipment not adequately protected from compromising electromagnetic emissions.
S54;Printed sheets are left unattended on the desk;T9;Searching through the garbage;Search through the trash for useful information on paper, disks, tapes, etc. that have been thrown away in order to gain access to the system;V31;Hardware devices that are not physically locked;Lack of security systems that prevent the removal of peripherals (hard drives, cards, tapes)
S55;All printed documents are closed inside specific security containers, based on the highest classification level of the information contained therein, when not directly consulted by authorized personnel.;nan;nan;nan;V26;Inadequate fire protection;Lack of a specific fire protection system to safeguard the system and the data contained within it (e.g. fireproof safes and automatic shutdown system)
S55;All printed documents are closed inside specific security containers, based on the highest classification level of the information contained therein, when not directly consulted by authorized personnel.;nan;nan;nan;V27;Inadequate flood protection;Lack of a specific anti-flooding system to safeguard the system and the data contained within it (e.g. watertight bulkheads)
S55;All printed documents are closed inside specific security containers, based on the highest classification level of the information contained therein, when not directly consulted by authorized personnel.;nan;nan;nan;V28;Inadequate high temperature protection;Inadequate temperature monitoring and cooling of electronic devices
S55;All printed documents are closed inside specific security containers, based on the highest classification level of the information contained therein, when not directly consulted by authorized personnel.;nan;nan;nan;V29;Unstable power supply;Lack of adequate automatic control systems for stabilization and continuity on UPS systems
S56;Anyone can access the CED, without checks;T27;Violation of login procedures;Using software applications designed specifically, or through repeated attempts, to allow an unauthorized individual to gain access to the system;V32;Inadequate access control to the CED area;The control of staff and visitors is not rigorous
S56;Anyone can access the CED, without checks;T27;Violation of login procedures;Using software applications designed specifically, or through repeated attempts, to allow an unauthorized individual to gain access to the system;V33;Lack of access control to the CED area;There is no targeted control (personal, electronic, physical)
S57;To access the CED, you must be previously authorised. Access is via an electronically locked door that must be unlocked using your personal badge and the relevant access PIN.;T17;Entering false information;Entering incorrect information into a system by personnel authorized to access it;V32;Inadequate access control to the CED area;The control of staff and visitors is not rigorous
S58;There are no rules or procedures regarding copying digital media and prints.;T12;Accidental damage to media;Unintended damage to storage media that can lead to data loss;V31;Hardware devices that are not physically locked;Lack of security systems that prevent the removal of peripherals (hard drives, cards, tapes)
S59;It is forbidden to make copies of digital media and printed documents;nan;nan;nan;V24;Loss or theft of digital media and printed documents;Theft, loss, or compromise in the handling of media (hard drives, USB keys) and printed documents, leading to unauthorized access
S60;Visitors are not accompanied when authorized;nan;nan;nan;V32;Inadequate access control to the CED area;The control of staff and visitors is not rigorous
S60;Visitors are not accompanied when authorized;nan;nan;nan;V33;Lack of access control to the CED area;There is no targeted control (personal, electronic, physical)
S61;Visitors must be authorized in advance to access and are accompanied, during their entire stay in the facility, by the designated personnel. During their stay, they will not be able to access classified information, unless it is provided for by a specific contract and, in this case, they will only be able to access information at the classification level for which they are authorized and for which they have a need to know.;nan;nan;nan;V32;Inadequate access control to the CED area;The control of staff and visitors is not rigorous
S61;Visitors must be authorized in advance to access and are accompanied, during their entire stay in the facility, by the designated personnel. During their stay, they will not be able to access classified information, unless it is provided for by a specific contract and, in this case, they will only be able to access information at the classification level for which they are authorized and for which they have a need to know.;nan;nan;nan;V33;Lack of access control to the CED area;There is no targeted control (personal, electronic, physical)
S62;Server systems are placed on a table;T12;Accidental damage to media;Unintended damage to storage media that can lead to data loss;V31;Hardware devices that are not physically locked;Lack of security systems that prevent the removal of peripherals (hard drives, cards, tapes)
S63;Server systems are installed inside special racks and locked onto special containment supports. Furthermore, the racks are anchored to the ground;T2;Power supply;Power failure to devices which may cause loss or corruption of processed data;V29;Unstable power supply;Lack of adequate automatic control systems for stabilization and continuity on UPS systems
S64;Any software can be installed on the system;T5;Trojan Horse Attack;A program with apparently useful functions but which contains code aimed at damaging or destroying the system and/or tampering with or stealing data.;V1;Communication channels not adequately protected;Channels (carrying classified/sensitive corporate data) not subject to security procedures (encryption devices) or not physically inaccessible (e.g. connections with accessible data cables, to which interception tools can be connected)
S64;Any software can be installed on the system;T5;Trojan Horse Attack;A program with apparently useful functions but which contains code aimed at damaging or destroying the system and/or tampering with or stealing data.;V32;Inadequate access control to the CED area;The control of staff and visitors is not rigorous
S65;Only the software authorized by the Security Manager may be installed on the system by the System Administrator only, after an appropriate security assessment has been carried out. Said software is also reported in the system configuration change log.;nan;nan;nan;V1;Communication channels not adequately protected;Channels (carrying classified/sensitive corporate data) not subject to security procedures (encryption devices) or not physically inaccessible (e.g. connections with accessible data cables, to which interception tools can be connected)
S65;Only the software authorized by the Security Manager may be installed on the system by the System Administrator only, after an appropriate security assessment has been carried out. Said software is also reported in the system configuration change log.;nan;nan;nan;V31;Hardware devices that are not physically locked;Lack of security systems that prevent the removal of peripherals (hard drives, cards, tapes)
S66;There are no specific procedures for controlling the development of new software created directly by the company;nan;nan;nan;V1;Communication channels not adequately protected;Channels (carrying classified/sensitive corporate data) not subject to security procedures (encryption devices) or not physically inaccessible (e.g. connections with accessible data cables, to which interception tools can be connected)
S66;There are no specific procedures for controlling the development of new software created directly by the company;nan;nan;nan;V2;Inadequate physical access control;Uncontrolled access to the site where hardware and software development takes place
S66;There are no specific procedures for controlling the development of new software created directly by the company;nan;nan;nan;V3;Lack of version control;No process for tracking, managing, or auditing versions of developed software
S66;There are no specific procedures for controlling the development of new software created directly by the company;nan;nan;nan;V4;Inadequate code review;Code changes and new software development are not subject to rigorous review processes
S66;There are no specific procedures for controlling the development of new software created directly by the company;nan;nan;nan;V5;Insufficient testing procedures;No standardized or formalized testing procedures for newly developed software
S66;There are no specific procedures for controlling the development of new software created directly by the company;nan;nan;nan;V6;Lack of change management;No structured process to manage changes in the development environment, leading to potential security vulnerabilities
S67;All software produced internally by the company must comply with precise procedures relating to the tools and best security practices to be used for writing, checking, reviewing and testing the produced code.;nan;nan;nan;V1;Communication channels not adequately protected;Channels (carrying classified/sensitive corporate data) not subject to security procedures (encryption devices) or not physically inaccessible (e.g. connections with accessible data cables, to which interception tools can be connected)
S67;All software produced internally by the company must comply with precise procedures relating to the tools and best security practices to be used for writing, checking, reviewing and testing the produced code.;nan;nan;nan;V2;Communication channels not securely isolated;Data transmission over communication channels is not adequately secured and may be intercepted by unauthorized users
S67;All software produced internally by the company must comply with precise procedures relating to the tools and best security practices to be used for writing, checking, reviewing and testing the produced code.;nan;nan;nan;V3;Code review process lacking;Software code does not undergo a thorough review process to identify potential security vulnerabilities or other flaws
S67;All software produced internally by the company must comply with precise procedures relating to the tools and best security practices to be used for writing, checking, reviewing and testing the produced code.;nan;nan;nan;V4;Testing methods inadequate;Inadequate testing procedures for software, leading to the release of code with known vulnerabilities or bugs
S67;All software produced internally by the company must comply with precise procedures relating to the tools and best security practices to be used for writing, checking, reviewing and testing the produced code.;nan;nan;nan;V5;Insufficient logging and auditing;Lack of comprehensive logging and auditing mechanisms to track code changes and potential security breaches
S68;The system is put into operation and used as is, without any prior or subsequent checks.;T2;Power supply;Power failure to devices which may cause loss or corruption of processed data;V29;Unstable power supply;Lack of adequate automatic control systems for stabilization and continuity on UPS systems
S69;Before being put into operation, the system is checked and evaluated through vulnerability assessment and penetration testing tools. This activity is repeated on a periodic basis (at least once a year);nan;nan;nan;V1;Communication channels not adequately protected;Channels (carrying classified/sensitive corporate data) not subject to security procedures (encryption devices) or not physically inaccessible (e.g. connections with accessible data cables, to which interception tools can be connected)
S69;Before being put into operation, the system is checked and evaluated through vulnerability assessment and penetration testing tools. This activity is repeated on a periodic basis (at least once a year);nan;nan;nan;V2;Unprotected communication channels between two or more systems;Data transmission between different internal/external systems is not secure (e.g. unprotected connections, shared passwords, weak encryption standards)
S69;Before being put into operation, the system is checked and evaluated through vulnerability assessment and penetration testing tools. This activity is repeated on a periodic basis (at least once a year);nan;nan;nan;V3;System not protected from unauthorized access and tampering;Lack of security mechanisms to prevent unauthorized access or modification of the system (e.g. weak authentication, no intrusion detection systems)
S69;Before being put into operation, the system is checked and evaluated through vulnerability assessment and penetration testing tools. This activity is repeated on a periodic basis (at least once a year);nan;nan;nan;V4;Inadequate input validation and sanitization;Lack of proper checks to validate data inputs before processing them, leading to potential security vulnerabilities (e.g. SQL injection, cross-site scripting)
S69;Before being put into operation, the system is checked and evaluated through vulnerability assessment and penetration testing tools. This activity is repeated on a periodic basis (at least once a year);nan;nan;nan;V5;Unpatched and outdated software;Software components are not updated regularly, leaving the system vulnerable to known exploits
S69;Before being put into operation, the system is checked and evaluated through vulnerability assessment and penetration testing tools. This activity is repeated on a periodic basis (at least once a year);nan;nan;nan;V6;Inadequate logging and monitoring;Lack of sufficient logs or monitoring systems to detect and respond to security incidents in a timely manner
S69;Before being put into operation, the system is checked and evaluated through vulnerability assessment and penetration testing tools. This activity is repeated on a periodic basis (at least once a year);nan;nan;nan;V7;Insufficient access control and authorization mechanisms;Inadequate permissions management leading to unauthorized access or actions within the system (e.g. overly permissive role-based access controls)
S69;Before being put into operation, the system is checked and evaluated through vulnerability assessment and penetration testing tools. This activity is repeated on a periodic basis (at least once a year);nan;nan;nan;V8;System not hardened against common attacks;The system is configured with default settings, making it vulnerable to standard exploitation techniques
S69;Before being put into operation, the system is checked and evaluated through vulnerability assessment and penetration testing tools. This activity is repeated on a periodic basis (at least once a year);nan;nan;nan;V9;Unsecure remote management and administration interfaces;Remote access points such as SSH, RDP are not properly secured (e.g. weak authentication, lack of encryption)
S69;Before being put into operation, the system is checked and evaluated through vulnerability assessment and penetration testing tools. This activity is repeated on a periodic basis (at least once a year);nan;nan;nan;V10;Lack of security policies and procedures;No established or enforced security policies to guide the system's operations and user behavior
S70;No security patches released by the manufacturer are ever applied to the system;T5;Trojan Horse Attack;A program with apparently useful functions but which contains code aimed at damaging or destroying the system and/or tampering with or stealing data.;V5;Inadequate security patches;Lack of timely application of security updates, leaving vulnerabilities open to exploitation.
S70;No security patches released by the manufacturer are ever applied to the system;T5;Trojan Horse Attack;A program with apparently useful functions but which contains code aimed at damaging or destroying the system and/or tampering with or stealing data.;V1;Communication channels not adequately protected;Channels (carrying classified/sensitive corporate data) not subject to security procedures (encryption devices) or not physically inaccessible (e.g. connections with accessible data cables, to which interception tools can be connected)
S71;The system is continuously updated, applying the security patches released by the manufacturer, after a formal check of its functioning has been carried out. Each change is noted in the system configuration change log;nan;nan;nan;V1;Communication channels not adequately protected;Channels (carrying classified/sensitive corporate data) not subject to security procedures (encryption devices) or not physically inaccessible (e.g. connections with accessible data cables, to which interception tools can be connected)
S71;The system is continuously updated, applying the security patches released by the manufacturer, after a formal check of its functioning has been carried out. Each change is noted in the system configuration change log;nan;nan;nan;V2;Insufficient authentication mechanisms;The system does not use a strong enough authentication mechanism or multi-factor authentication for access
S71;The system is continuously updated, applying the security patches released by the manufacturer, after a formal check of its functioning has been carried out. Each change is noted in the system configuration change log;nan;nan;nan;V3;Weak password policies;No minimum length, complexity requirements, or expiration periods for passwords are in place. Weak or default passwords can be used.
S71;The system is continuously updated, applying the security patches released by the manufacturer, after a formal check of its functioning has been carried out. Each change is noted in the system configuration change log;nan;nan;nan;V4;Insecure configuration of the system;The system is not configured according to best practices, exposing it to security risks
S71;The system is continuously updated, applying the security patches released by the manufacturer, after a formal check of its functioning has been carried out. Each change is noted in the system configuration change log;nan;nan;nan;V5;Lack of network segmentation;Critical and non-critical systems are not separated by firewalls or other means, allowing unauthorized access between segments
S71;The system is continuously updated, applying the security patches released by the manufacturer, after a formal check of its functioning has been carried out. Each change is noted in the system configuration change log;nan;nan;nan;V6;Inadequate logging and monitoring;Lack of proper logs or insufficient monitoring to detect security incidents in a timely manner
S71;The system is continuously updated, applying the security patches released by the manufacturer, after a formal check of its functioning has been carried out. Each change is noted in the system configuration change log;nan;nan;nan;V7;Insufficient backup procedures;Backups are not performed regularly, and when they are, they lack the necessary level of encryption or integrity checks
S71;The system is continuously updated, applying the security patches released by the manufacturer, after a formal check of its functioning has been carried out. Each change is noted in the system configuration change log;nan;nan;nan;V8;Outdated software;The system is running on outdated versions of software that may contain known vulnerabilities not yet patched
S71;The system is continuously updated, applying the security patches released by the manufacturer, after a formal check of its functioning has been carried out. Each change is noted in the system configuration change log;nan;nan;nan;V9;Insufficient physical security controls;Physical access to hardware and data centers is not properly controlled, allowing unauthorized individuals to gain access
S71;The system is continuously updated, applying the security patches released by the manufacturer, after a formal check of its functioning has been carried out. Each change is noted in the system configuration change log;nan;nan;nan;V10;Inadequate personnel vetting;Staff with access to sensitive information are not adequately vetted or trained on security policies
S72;There are no antivirus programs installed on the system;T5;Trojan Horse Attack;A program with apparently useful functions but which contains code aimed at damaging or destroying the system and/or tampering with or stealing data.;V1;Communication channels not adequately protected;Channels (carrying classified/sensitive corporate data) not subject to security procedures (encryption devices) or not physically inaccessible (e.g. connections with accessible data cables, to which interception tools can be connected)
S72;There are no antivirus programs installed on the system;T5;Trojan Horse Attack;A program with apparently useful functions but which contains code aimed at damaging or destroying the system and/or tampering with or stealing data.;V31;Hardware devices that are not physically locked;Lack of security systems that prevent the removal of peripherals (hard drives, cards, tapes)
S73;A program for detecting computer viruses and malware is installed on the system, which is updated at least weekly, capable of recognizing the viral strain and the type of infection, proceeding to quarantine or delete the infected files.;T6;Computer virus attack;Code that replicates itself by joining other programs, but can run autonomously. After becoming a guest inside another program, it installs itself in memory and generally attacks the system by destroying, modifying, or stealing the data it contains.;V1;Communication channels not adequately protected;Channels (carrying classified/sensitive corporate data) not subject to security procedures (encryption devices) or not physically inaccessible (e.g. connections with accessible data cables, to which interception tools can be connected)
S73;A program for detecting computer viruses and malware is installed on the system, which is updated at least weekly, capable of recognizing the viral strain and the type of infection, proceeding to quarantine or delete the infected files.;T6;Computer virus attack;Code that replicates itself by joining other programs, but can run autonomously. After becoming a guest inside another program, it installs itself in memory and generally attacks the system by destroying, modifying, or stealing the data it contains.;V3;Unsecured remote access;A network or system element is exposed to external threats and allows unauthorized individuals to gain entry without detection.
S73;A program for detecting computer viruses and malware is installed on the system, which is updated at least weekly, capable of recognizing the viral strain and the type of infection, proceeding to quarantine or delete the infected files.;T6;Computer virus attack;Code that replicates itself by joining other programs, but can run autonomously. After becoming a guest inside another program, it installs itself in memory and generally attacks the system by destroying, modifying, or stealing the data it contains.;V5;Use of unpatched software;Software installed on the systems that are vulnerable due to not being patched against known vulnerabilities, allowing for exploitation by attackers.
S73;A program for detecting computer viruses and malware is installed on the system, which is updated at least weekly, capable of recognizing the viral strain and the type of infection, proceeding to quarantine or delete the infected files.;T6;Computer virus attack;Code that replicates itself by joining other programs, but can run autonomously. After becoming a guest inside another program, it installs itself in memory and generally attacks the system by destroying, modifying, or stealing the data it contains.;V7;Weak passwords and authentication mechanisms;A system or application is using weak or default passwords that can be easily guessed or cracked, leading to unauthorized access.
S73;A program for detecting computer viruses and malware is installed on the system, which is updated at least weekly, capable of recognizing the viral strain and the type of infection, proceeding to quarantine or delete the infected files.;T6;Computer virus attack;Code that replicates itself by joining other programs, but can run autonomously. After becoming a guest inside another program, it installs itself in memory and generally attacks the system by destroying, modifying, or stealing the data it contains.;V9;Inadequate logging and monitoring;Lack of proper logging and real-time monitoring of system activities which makes it difficult to detect malicious activities or infections.
S73;A program for detecting computer viruses and malware is installed on the system, which is updated at least weekly, capable of recognizing the viral strain and the type of infection, proceeding to quarantine or delete the infected files.;T6;Computer virus attack;Code that replicates itself by joining other programs, but can run autonomously. After becoming a guest inside another program, it installs itself in memory and generally attacks the system by destroying, modifying, or stealing the data it contains.;V11;Outdated antivirus software;Antivirus software that is not updated regularly may fail to recognize and prevent the latest threats, leaving the system vulnerable.
S74;The system is not equipped with UPS;T2;Power supply;Power failure to devices which may cause loss or corruption of processed data;V29;Unstable power supply;Lack of adequate automatic control systems for stabilization and continuity on UPS systems
S75;The system is protected from power failures and surges by a UPS with voltage stabilizing function, with the ability to send a command to the servers connected to it to safely shut them down once a residual battery capacity of 30% has been reached.;T2;Power supply;Power failure to devices which may cause loss or corruption of processed data;;;
S76;Data is saved on the system on a single disk;T12;Accidental damage to media;Unintended damage to storage media that can lead to data loss;V36;No control over system clock;It is not possible to prevent access to the system clock through the use of unauthorized procedures.
S77;The system disks on which the data is saved are configured in RAID 6 mode with an additional spare disk, in order to guarantee data availability even in the event of failure of 3 disks.;T12;Accidental damage to media;Unintended damage to storage media that can lead to data loss;V31;Hardware devices that are not physically locked;Lack of security systems that prevent the removal of peripherals (hard drives, cards, tapes)
S78;The staff are not given any specific instructions and are left to deal with their own complaints.;T14;Accidental error;Unwanted error caused by ignorance of the operating rules or by particular environmental conditions relating to the client components only;V26;Inadequate fire protection;Lack of a specific fire protection system to safeguard the system and the data contained within it (e.g. fireproof safes and automatic shutdown system)
S78;The staff are not given any specific instructions and are left to deal with their own complaints.;T14;Accidental error;Unwanted error caused by ignorance of the operating rules or by particular environmental conditions relating to the client components only;V27;Inadequate flood protection;Lack of a specific anti-flooding system to safeguard the system and the data contained within it (e.g. watertight bulkheads)
S78;The staff are not given any specific instructions and are left to deal with their own complaints.;T14;Accidental error;Unwanted error caused by ignorance of the operating rules or by particular environmental conditions relating to the client components only;V28;Inadequate high temperature protection;Inadequate temperature monitoring and cooling of electronic devices
S78;The staff are not given any specific instructions and are left to deal with their own complaints.;T14;Accidental error;Unwanted error caused by ignorance of the operating rules or by particular environmental conditions relating to the client components only;V30;Electromagnetic emanations;Equipment not adequately protected from compromising electromagnetic emissions.
S78;The staff are not given any specific instructions and are left to deal with their own complaints.;T14;Accidental error;Unwanted error caused by ignorance of the operating rules or by particular environmental conditions relating to the client components only;V31;Hardware devices that are not physically locked;Lack of security systems that prevent the removal of peripherals (hard drives, cards, tapes)
S79;Staff are motivated to follow company policy and there is particular attention to maintaining a peaceful and safety-oriented work environment.;nan;nan;nan;V1;Communication channels not adequately protected;Channels (carrying classified/sensitive corporate data) not subject to security procedures (encryption devices) or not physically inaccessible (e.g. connections with accessible data cables, to which interception tools can be connected)
S79;Staff are motivated to follow company policy and there is particular attention to maintaining a peaceful and safety-oriented work environment.;nan;nan;nan;V2;Inadequate access control for mobile media;Lack of a procedure to track and log the use of mobile storage devices on corporate systems
S79;Staff are motivated to follow company policy and there is particular attention to maintaining a peaceful and safety-oriented work environment.;nan;nan;nan;V3;Insecure configuration of network equipment;Network equipment (routers, switches) not properly configured for security purposes, leaving them vulnerable to attacks
S79;Staff are motivated to follow company policy and there is particular attention to maintaining a peaceful and safety-oriented work environment.;nan;nan;nan;V4;Outdated software or firmware;Software and firmware on systems are not kept up-to-date with the latest patches and security updates
S79;Staff are motivated to follow company policy and there is particular attention to maintaining a peaceful and safety-oriented work environment.;nan;nan;nan;V5;Insufficient monitoring of critical systems;Lack of real-time monitoring to detect unauthorized access, system anomalies, or other security breaches in critical infrastructure
S79;Staff are motivated to follow company policy and there is particular attention to maintaining a peaceful and safety-oriented work environment.;nan;nan;nan;V6;Inadequate user account management;User accounts are not properly managed, leading to the creation of unnecessary and unmonitored access points within the system
S79;Staff are motivated to follow company policy and there is particular attention to maintaining a peaceful and safety-oriented work environment.;nan;nan;nan;V7;Insufficient application security testing;Applications are not regularly tested for vulnerabilities or do not have adequate input validation, leading to potential security breaches
S79;Staff are motivated to follow company policy and there is particular attention to maintaining a peaceful and safety-oriented work environment.;nan;nan;nan;V8;Lack of security awareness training;Staff do not receive regular security awareness training and may be unaware of common threats and best practices for protecting company assets
S79;Staff are motivated to follow company policy and there is particular attention to maintaining a peaceful and safety-oriented work environment.;nan;nan;nan;V9;Insufficient data backup and recovery procedures;Inadequate or infrequent backups, making it difficult to recover from a security incident or system failure
S79;Staff are motivated to follow company policy and there is particular attention to maintaining a peaceful and safety-oriented work environment.;nan;nan;nan;V10;Lack of secure software development practices;Software is not developed with security in mind, leading to potential vulnerabilities that can be exploited by attackers
S80;There are no detection systems against night-time or unauthorized intrusions;T26;Unnoticed data theft;Collection of information, even in small quantities, in a way that goes unnoticed;V13;Inadequate physical security measures for equipment;Inadequate control of access to the CED area, no targeted control (personal, electronic, physical)
S80;There are no detection systems against night-time or unauthorized intrusions;T26;Unnoticed data theft;Collection of information, even in small quantities, in a way that goes unnoticed;V28;Inadequate high temperature protection;Inadequate temperature monitoring and cooling of electronic devices
S81;An alarm system is installed with dual technology sensors with infrared detection and heat and motion sensitive cameras. In the event of an alarm, the control panel contacts both the Security Manager and the nearest Carabinieri Station by telephone.;T2;Power supply;Power failure to devices which may cause loss or corruption of processed data;V29;Unstable power supply;Lack of adequate automatic control systems for stabilization and continuity on UPS systems
S82;The CED is installed inside a room with plasterboard walls, closed with a normal wooden door;nan;nan;nan;V32;Inadequate access control to the CED area;The control of staff and visitors is not rigorous
S82;The CED is installed inside a room with plasterboard walls, closed with a normal wooden door;nan;nan;nan;V33;Lack of access control to the CED area;There is no targeted control (personal, electronic, physical)
S83;The CED is installed in a room with certified earthquake-proof walls and capable of withstanding medium-sized explosions. This room is closed with a triple-combination armored door;nan;nan;nan;V26;Inadequate fire protection;Lack of a specific fire protection system to safeguard the system and the data contained within it (e.g. fireproof safes and automatic shutdown system)
S83;The CED is installed in a room with certified earthquake-proof walls and capable of withstanding medium-sized explosions. This room is closed with a triple-combination armored door;nan;nan;nan;V27;Inadequate flood protection;Lack of a specific anti-flooding system to safeguard the system and the data contained within it (e.g. watertight bulkheads)
S83;The CED is installed in a room with certified earthquake-proof walls and capable of withstanding medium-sized explosions. This room is closed with a triple-combination armored door;nan;nan;nan;V28;Inadequate high temperature protection;Inadequate temperature monitoring and cooling of electronic devices
S83;The CED is installed in a room with certified earthquake-proof walls and capable of withstanding medium-sized explosions. This room is closed with a triple-combination armored door;nan;nan;nan;V29;Unstable power supply;Lack of adequate automatic control systems for stabilization and continuity on UPS systems
S84;The office windows are of the normal type, with transparent glass.;nan;nan;nan;V26;Inadequate fire protection;Lack of a specific fire protection system to safeguard the system and the data contained within it (e.g. fireproof safes and automatic shutdown system)
S84;The office windows are of the normal type, with transparent glass.;nan;nan;nan;V27;Inadequate flood protection;Lack of a specific anti-flooding system to safeguard the system and the data contained within it (e.g. watertight bulkheads)
S84;The office windows are of the normal type, with transparent glass.;nan;nan;nan;V28;Inadequate high temperature protection;Inadequate temperature monitoring and cooling of electronic devices
S84;The office windows are of the normal type, with transparent glass.;nan;nan;nan;V30;Electromagnetic emanations;Equipment not adequately protected from compromising electromagnetic emissions.
S85;The office windows are of the normal type, with transparent glass.;nan;nan;nan;V28;Inadequate high temperature protection;Inadequate temperature monitoring and cooling of electronic devices
S86;Users are allowed to leave their workstations without having to take any special precautions.;nan;nan;nan;V1;Communication channels not adequately protected;Channels (carrying classified/sensitive corporate data) not subject to security procedures (encryption devices) or not physically inaccessible (e.g. connections with accessible data cables, to which interception tools can be connected)
S87;Staff are trained to ensure that, if they need to leave their workstation, they place work documents and digital media in the appropriate security containers and ensure that they lock their computer by logging out of their account.;T12;Accidental damage to media;Unintended damage to storage media that can lead to data loss;V30;Electromagnetic emanations;Equipment not adequately protected from compromising electromagnetic emissions.
S88;The waste material is sent directly to the landfill, without any control;nan;nan;nan;V25;Insufficient information surveillance;Unmonitored data, available on video, on printouts, on magnetic media, accessible by unauthorized personnel
S89;Before being thrown away, printed documents are passed through a shredder corresponding to the category of the classification level of the information to be destroyed, while digital media are first overwritten 35 times and then demagnetized, finally mechanically destroyed.;T9;Searching through the garbage;Search through the trash for useful information on paper, disks, tapes, etc. that have been thrown away in order to gain access to the system;V31;Hardware devices that are not physically locked;Lack of security systems that prevent the removal of peripherals (hard drives, cards, tapes)
S90;Eating/drinking is permitted near the servers and terminals;T26;Unnoticed data theft;Collection of information, even in small quantities, in a way that goes unnoticed;V31;Hardware devices that are not physically locked;Lack of security systems that prevent the removal of peripherals (hard drives, cards, tapes)
S91;Eating/drinking near servers and terminals is prohibited;nan;nan;nan;V31;Hardware devices that are not physically locked;Lack of security systems that prevent the removal of peripherals (hard drives, cards, tapes)
S92;No maintenance is carried out on the premises and systems;T12;Accidental damage to media;Unintended damage to storage media that can lead to data loss;V30;Electromagnetic emanations;Equipment not adequately protected from compromising electromagnetic emissions.
S92;No maintenance is carried out on the premises and systems;T12;Accidental damage to media;Unintended damage to storage media that can lead to data loss;V36;No control over system clock;It is not possible to prevent access to the system clock through the use of unauthorized procedures.
S93;Regular inspections of the electrical distribution system and cables located under the raised floor, as well as the water system with maintenance against any leaks. Regular maintenance is also carried out on the air conditioning system, with replacement of refrigerants, and cleaning of air vents. Finally, regular inspections are carried out to identify possible fire risks.;T2;Power supply;Power failure to devices which may cause loss or corruption of processed data;V10;Unprotected electrical distribution system;Electrical cables located under the raised floor are not protected from physical damage or tampering
S93;Regular inspections of the electrical distribution system and cables located under the raised floor, as well as the water system with maintenance against any leaks. Regular maintenance is also carried out on the air conditioning system, with replacement of refrigerants, and cleaning of air vents. Finally, regular inspections are carried out to identify possible fire risks.;T2;Power supply;Power failure to devices which may cause loss or corruption of processed data;V29;Unstable power supply;Lack of adequate automatic control systems for stabilization and continuity on UPS systems
S93;Regular inspections of the electrical distribution system and cables located under the raised floor, as well as the water system with maintenance against any leaks. Regular maintenance is also carried out on the air conditioning system, with replacement of refrigerants, and cleaning of air vents. Finally, regular inspections are carried out to identify possible fire risks.;T2;Power supply;Power failure to devices which may cause loss or corruption of processed data;V29;Unstable power supply;Lack of adequate automatic control systems for stabilization and continuity on UPS systems
S94;Only available personnel are employed;nan;nan;nan;V1;Communication channels not adequately protected;Channels (carrying classified/sensitive corporate data) not subject to security procedures (encryption devices) or not physically inaccessible (e.g. connections with accessible data cables, to which interception tools can be connected)
